src_bytes,dst_bytes,rate,label
0.0037666792,0.00010479115007910877,0.00014817498,0
0.012223939,0.025597065687179565,0.00015694674,0
0.005650019,0.008033582009375095,2.8340322e-05,0
0.0103406,0.0004691231588367373,2.7354215e-05,0
0.008670469,0.0001632792263990268,6.674765e-05,0
0.008670469,0.0001632792263990268,7.883596e-05,0
0.008670469,0.0002156748087145388,5.3366068e-05,0
0.008670469,0.0002156748087145388,6.5186054e-05,0
0.008670469,0.0002156748087145388,6.262606e-05,0
0.008670469,0.0001632792263990268,0.000115970266,0
0.07277508,0.0001632792263990268,0.00011152917,0
1.0,0.0013476628810167313,8.504193e-05,0
0.008670469,0.0001632792263990268,7.195073e-05,0
0.00920349,0.0002156748087145388,3.4128974e-05,0
0.008670469,0.0002156748087145388,5.8950507e-05,0
0.0016345966,0.0,1.0,0
0.008670469,0.0001632792263990268,4.119453e-05,0
0.014462627,0.0006677389610558748,8.639177e-05,0
0.008670469,0.0001632792263990268,7.734909e-05,0
0.008670469,0.0002156748087145388,6.3215826e-05,0
0.008670469,0.0001632792263990268,0.00012835872,0
0.01691452,0.0001632792263990268,8.875294e-05,0
0.011442176,0.0005787883419543505,5.1831947e-05,0
0.01229501,0.0001632792263990268,6.6710694e-05,0
0.008670469,0.0001632792263990268,3.2572407e-05,0
0.008670469,0.0002156748087145388,5.6574074e-05,0
0.008670469,0.0001632792263990268,5.2729174e-05,0
0.036032196,0.0001632792263990268,6.0285027e-05,0
0.01993497,0.0006336208898574114,6.222263e-05,0
0.02430574,0.0,0.16666666,0
0.013787467,0.007445045746862888,6.8870904e-05,0
0.021001013,0.0001632792263990268,0.00010924783,0
0.013396585,0.0013769069919362664,0.00010075388,0
0.0021676172,0.0,0.08,0
0.016736848,0.0001632792263990268,0.000101127225,0
0.030773057,0.001808256609365344,7.722019e-05,0
0.0021676172,0.0,0.13333334,0
0.00920349,0.0002156748087145388,4.3385004e-05,0
0.017234333,0.0001632792263990268,8.461358e-05,0
0.0125792865,0.0001632792263990268,0.00010386588,0
0.053195458,0.0001632792263990268,9.430196e-05,0
0.014142814,0.0008858507499098778,6.382554e-05,0
0.0021676172,0.0,0.25,0
0.013467655,0.0016535068862140179,9.976467e-05,0
0.013254446,0.0018801481928676367,6.3952066e-05,0
0.046976883,0.04336525872349739,0.00016894763,0
0.00920349,0.0002156748087145388,4.8249945e-05,0
0.02196045,0.0031035239808261395,0.00011471179,0
